episode,t,x,y,zone_id,action,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11
0,11,4,7,0,2,0.43200308084487915,0.08975765109062195,0.11763674020767212,0.049857497215270996,0.5285453200340271,0.10911372303962708,-0.18126410245895386,-0.4525623321533203,-0.39045968651771545,-0.5308630466461182,0.6060264706611633,0.8299331665039062,0.6749117970466614,-0.2562744915485382,0.5738685727119446,-0.11873762309551239,0.6198438405990601,-0.4781619608402252,0.9383870363235474,0.3807133138179779,-0.8642590045928955,0.8546820878982544,0.05927880108356476,-0.4869881272315979,0.2388675957918167,0.07217766344547272,-0.6606509685516357,-0.5730510950088501,-1.363219976425171,0.6757749319076538,1.0034669637680054,1.5517640113830566,1.4333696365356445,-1.0316970348358154,0.8736459612846375,-1.5599404573440552,-1.1101100444793701,0.9285760521888733,0.43256837129592896,-0.911541759967804,-0.5258597135543823,0.044202230870723724,0.0853460431098938,-0.030342811718583107,-0.5934562683105469,-0.026376500725746155,0.44928810000419617,-0.5235579609870911,0.47056519985198975,1.0315589904785156,-0.2015400230884552,-0.06858561933040619
0,12,5,7,1,3,-0.7247072458267212,-0.2049863189458847,-0.28265658020973206,-0.2432510256767273,-0.18528082966804504,1.1117608547210693,0.5468623638153076,0.621600866317749,-0.9951575398445129,-0.9100523591041565,0.1365496963262558,0.07598515599966049,0.8143404722213745,-0.991019070148468,0.9588055610656738,-0.9342256188392639,-0.735919713973999,-0.9533551931381226,0.9227268099784851,0.41111433506011963,-0.9683753848075867,-0.1919877678155899,0.9903493523597717,-0.9526891112327576,0.7671976685523987,0.9057676196098328,-0.008015139028429985,0.07747212797403336,-1.7832005023956299,-0.1126965656876564,0.4408361613750458,1.6840615272521973,0.7307776212692261,-1.7027510404586792,1.4268416166305542,-0.909508228302002,-1.3023271560668945,-0.0786820501089096,0.3416616916656494,-0.4774354100227356,-0.5625349879264832,0.048361435532569885,0.09029531478881836,0.006364231929183006,-0.6349719166755676,-0.02033296972513199,0.4726717472076416,-0.5611606240272522,0.48102712631225586,1.0658073425292969,-0.21272306144237518,-0.06422821432352066
0,13,6,7,1,3,0.3769056797027588,-0.5135935544967651,0.12543155252933502,-0.0939822569489479,0.3265864849090576,-0.5003443956375122,-0.1407461166381836,0.05221746861934662,0.7000139355659485,0.25519582629203796,-0.1910240799188614,-0.24026471376419067,-0.5898655652999878,0.6713537573814392,-0.3814232051372528,0.6733410358428955,-0.31550633907318115,0.41620153188705444,-0.35212594270706177,-0.2931148409843445,0.5666404366493225,0.2648138999938965,-0.23146772384643555,0.05348002165555954,-0.8185625672340393,-1.0948318243026733,-0.8194078207015991,0.7576497197151184,-1.0753129720687866,0.23999355733394623,1.833494782447815,0.6238540410995483,0.9313362240791321,1.2879115343093872,0.7390802502632141,-1.9799745082855225,-0.7722031474113464,0.5042955279350281,-0.1289585530757904,-0.22836391627788544,-0.5434852838516235,0.04724963381886482,0.08328517526388168,-0.015497159212827682,-0.6376630067825317,-0.030450988560914993,0.4953216314315796,-0.5931597352027893,0.5243740677833557,1.1158469915390015,-0.24284136295318604,-0.07827506214380264
0,14,7,7,1,3,0.48322200775146484,0.08007945120334625,0.19455695152282715,-0.05012255162000656,0.4331825375556946,-0.011753566563129425,-0.28149843215942383,-0.6537023186683655,-0.40546324849128723,-0.5080663561820984,0.4445174038410187,0.7475581765174866,0.5939292311668396,-0.3151758015155792,0.6269996762275696,-0.16510918736457825,0.4455175995826721,-0.46438702940940857,0.8965207934379578,0.38551241159439087,-0.8305859565734863,0.7615724802017212,0.26743263006210327,-0.4697061777114868,0.23622554540634155,0.17983801662921906,-0.6223509311676025,-0.3577384054660797,-1.280665397644043,0.5768836140632629,1.076840877532959,1.5760741233825684,1.2485023736953735,-0.9583175778388977,0.9605114459991455,-1.7670178413391113,-1.3281193971633911,0.7719416618347168,0.48966556787490845,-0.8022735118865967,-0.5779352784156799,0.05436718836426735,0.09815076738595963,-0.02824193611741066,-0.6693117022514343,-0.02709725871682167,0.5131688117980957,-0.6156930923461914,0.5468729138374329,1.1478157043457031,-0.2456146478652954,-0.0759134292602539
0,15,8,7,1,3,-0.17654508352279663,-0.5178169012069702,0.7865152359008789,-0.20710623264312744,0.5133851170539856,-0.1195426657795906,0.05267009139060974,-0.39905816316604614,0.020803123712539673,-0.39909985661506653,-0.17251840233802795,-0.19687087833881378,-0.3529600203037262,0.24422232806682587,0.1522725224494934,0.4649292528629303,-0.5993037223815918,0.0371265709400177,0.42201706767082214,-0.24531564116477966,-0.07832734286785126,0.3688855469226837,0.5622616410255432,-0.41172006726264954,-0.3565286099910736,-0.44505515694618225,-0.7797427177429199,1.2382441759109497,-1.2721540927886963,0.24526602029800415,1.5545474290847778,0.7582585215568542,0.5840504169464111,0.8055312037467957,1.2390830516815186,-2.0810704231262207,-1.3987451791763306,-0.1737295240163803,0.07460605353116989,0.0074392384849488735,-0.5812784433364868,0.05800715833902359,0.09948946535587311,-0.01925591379404068,-0.6889678239822388,-0.031103093177080154,0.5308179259300232,-0.6459142565727234,0.5719475150108337,1.1763920783996582,-0.26861831545829773,-0.07707593590021133
0,16,9,7,1,3,0.20734098553657532,-0.5409243106842041,-0.003757588565349579,-0.3591354489326477,1.1975520849227905,-0.0354117751121521,0.005698695778846741,-0.2997632622718811,-0.9016696214675903,-0.8780881762504578,0.9298691749572754,0.9842785596847534,0.9612771272659302,-0.7445529699325562,0.808337926864624,-0.6168275475502014,0.923994243144989,-0.8182918429374695,0.9988732933998108,0.5927322506904602,-0.9921743273735046,0.9743940234184265,-0.036706749349832535,-0.7772077322006226,0.3627035617828369,0.16129109263420105,-0.3843606412410736,-1.061206579208374,-1.284010887145996,0.5517128109931946,0.6033563017845154,1.6451013088226318,1.5314806699752808,-1.6383882761001587,0.7095972895622253,-1.076399564743042,-0.8037037253379822,0.8001710772514343,0.8211248517036438,-0.9384697675704956,-0.6184321641921997,0.0628090351819992,0.12066355347633362,-0.035220060497522354,-0.7187099456787109,-0.02383141592144966,0.541587233543396,-0.6617734432220459,0.5868131518363953,1.200730323791504,-0.26298362016677856,-0.07432390749454498
0,17,10,7,2,3,0.20130202174186707,-0.10288538783788681,0.059432853013277054,-0.1478041261434555,-0.01584327220916748,0.4173777997493744,-0.21747049689292908,0.3686171770095825,-0.9574768543243408,-0.7236096262931824,-0.2699969708919525,-0.2632736563682556,0.46365615725517273,-0.9487783908843994,0.9098581075668335,-0.787830114364624,-0.7958159446716309,-0.875318706035614,0.659260630607605,0.3781787157058716,-0.8147743344306946,-0.2864335775375366,0.9754112958908081,-0.855813205242157,0.39193475246429443,0.7308855056762695,-0.028478629887104034,0.3845233619213104,-1.6612690687179565,-0.2247493416070938,0.6921888589859009,1.6514729261398315,0.7305577993392944,-1.3956655263900757,1.5361979007720947,-1.3465536832809448,-1.4676791429519653,-0.061550531536340714,0.43002620339393616,-0.36184167861938477,-0.639367938041687,0.06496448814868927,0.12193357199430466,0.003460850566625595,-0.745126485824585,-0.01900804415345192,0.5545923113822937,-0.6881165504455566,0.5909637212753296,1.215158224105835,-0.27385982871055603,-0.07076676189899445
0,18,11,7,2,3,-0.44612765312194824,-0.11387845873832703,0.06657303869724274,-0.13798268139362335,0.14367905259132385,0.13739892840385437,0.14000263810157776,-0.004799239337444305,-0.6743586659431458,-0.4254715144634247,-0.27703943848609924,-0.4447656273841858,-0.1110912635922432,-0.5875780582427979,0.5463082790374756,-0.22391560673713684,-0.7061237692832947,-0.4254506230354309,0.06334343552589417,-0.059356942772865295,-0.3336390554904938,-0.23335307836532593,0.8371116518974304,-0.6521022319793701,-0.21147657930850983,-0.026679905131459236,-0.29771652817726135,0.7802192568778992,-1.5467894077301025,-0.3125494718551636,1.3577948808670044,1.2232952117919922,0.8916515111923218,-0.32601967453956604,1.637134313583374,-1.8278666734695435,-1.5096197128295898,-0.1571391373872757,0.4158177673816681,-0.09005627036094666,-0.6455273032188416,0.06590448319911957,0.12082424759864807,0.03808215260505676,-0.767022430896759,-0.0161142498254776,0.5646150708198547,-0.7135923504829407,0.5997631549835205,1.229246735572815,-0.2913713753223419,-0.06944714486598969
0,19,12,7,2,3,-0.37006479501724243,-0.00936734676361084,-0.056431300938129425,-0.10087551176548004,0.022395465523004532,0.19298303127288818,0.013960964977741241,-0.08711479604244232,-0.8190065026283264,-0.4579746127128601,-0.35670822858810425,-0.4561912417411804,0.028870051726698875,-0.7830598950386047,0.7169114947319031,-0.48844024538993835,-0.7432203888893127,-0.6043150424957275,0.044236596673727036,0.10293224453926086,-0.4809003174304962,-0.402348130941391,0.9101409316062927,-0.7067793011665344,-0.08091908693313599,0.20434974133968353,-0.11577944457530975,0.566328763961792,-1.5487815141677856,-0.45280343294143677,1.1962770223617554,1.4341145753860474,0.8713938593864441,-0.803993821144104,1.6544694900512695,-1.7006117105484009,-1.489898920059204,-0.056583989411592484,0.47517192363739014,-0.15273383259773254,-0.6541051864624023,0.06675583124160767,0.11956904083490372,0.0735153779387474,-0.7876093983650208,-0.012091856449842453,0.5733927488327026,-0.736832320690155,0.6046925783157349,1.2407504320144653,-0.3058508038520813,-0.06720812618732452
0,20,13,7,2,3,-0.37123987078666687,-0.1410098671913147,-0.040529634803533554,0.03455980867147446,-0.01949433609843254,0.15063118934631348,-0.0051838308572769165,-0.06766630709171295,-0.636881411075592,-0.19091731309890747,-0.548933207988739,-0.6901376843452454,-0.37973424792289734,-0.5919229984283447,0.5224013924598694,-0.21775498986244202,-0.8359147906303406,-0.4069775938987732,-0.48598670959472656,-0.0917789414525032,0.03418029099702835,-0.5648201107978821,0.8875686526298523,-0.5968261361122131,-0.5745770931243896,-0.23806102573871613,-0.2654152810573578,0.8309961557388306,-1.284356713294983,-0.6326846480369568,1.6318939924240112,1.0824490785598755,0.8725664019584656,-0.213489830493927,1.5981671810150146,-1.8765215873718262,-1.34791898727417,-0.13012495636940002,0.4800960123538971,0.06698086857795715,-0.6504372358322144,0.06552081555128098,0.11521655321121216,0.11001664400100708,-0.8053050637245178,-0.009342819452285767,0.5794458389282227,-0.7594562768936157,0.6099779605865479,1.2524839639663696,-0.3244832158088684,-0.06629142165184021
0,21,14,7,2,3,-0.47061845660209656,-0.1290145367383957,-0.10484078526496887,-0.05167868733406067,-0.009629737585783005,0.20224417746067047,-0.0821571797132492,-0.1721850484609604,-0.8993555903434753,-0.5151683688163757,-0.4387904405593872,-0.4879859387874603,0.07612515985965729,-0.866629421710968,0.7975054979324341,-0.6075283288955688,-0.8089357614517212,-0.7092186212539673,0.08715467154979706,0.15908434987068176,-0.554008960723877,-0.5179375410079956,0.9521945118904114,-0.757998526096344,-0.00022532993170898408,0.330954909324646,-0.00657142698764801,0.545088529586792,-1.5194852352142334,-0.5330802202224731,1.0714977979660034,1.4980429410934448,0.8164921402931213,-1.046889305114746,1.6481199264526367,-1.6475191116333008,-1.4637091159820557,-0.05044743791222572,0.48525992035865784,-0.12752941250801086,-0.6591998338699341,0.06614945083856583,0.11373522877693176,0.1419403851032257,-0.8219023942947388,-0.0051227351650595665,0.5866823792457581,-0.7785602807998657,0.6121881604194641,1.2603480815887451,-0.3360825479030609,-0.06366373598575592
0,22,14,7,2,3,-0.416242390871048,-0.10211193561553955,-0.07213696837425232,-0.07201895862817764,-0.03346973657608032,0.15843507647514343,0.08787446469068527,-0.07678654789924622,-0.7232939004898071,-0.32005542516708374,-0.44887614250183105,-0.6122756004333496,-0.22283293306827545,-0.6791467666625977,0.5913814902305603,-0.3382376432418823,-0.7961570620536804,-0.4695526361465454,-0.3009762763977051,-0.049285680055618286,-0.20190340280532837,-0.5115087032318115,0.8892999291419983,-0.6520199775695801,-0.37926575541496277,-0.11691352725028992,-0.1341439187526703,0.7240435481071472,-1.4043344259262085,-0.6026548743247986,1.4648886919021606,1.2175440788269043,0.896775484085083,-0.4767381250858307,1.6239627599716187,-1.8568813800811768,-1.395419955253601,-0.07346972078084946,0.49964407086372375,0.012962589040398598,-0.6590805649757385,0.06558722257614136,0.11039872467517853,0.17243468761444092,-0.8363081812858582,-0.001993300160393119,0.5918595790863037,-0.7967077493667603,0.6160737872123718,1.2682570219039917,-0.35047203302383423,-0.06244667246937752
0,23,14,7,2,3,-0.3718012571334839,0.013197429478168488,-0.01596507802605629,-0.028236165642738342,0.07272811233997345,0.23616193234920502,0.10260563343763351,-0.13686302304267883,-0.6973938345909119,-0.3871793746948242,-0.2638445794582367,-0.3836890459060669,-0.030841819941997528,-0.6344500184059143,0.5954115986824036,-0.30894434452056885,-0.6569185853004456,-0.47529515624046326,0.048570066690444946,0.02218148484826088,-0.40094682574272156,-0.2339622974395752,0.8384875059127808,-0.6469702124595642,-0.17049221694469452,-0.0006387003813870251,-0.152457594871521,0.6572986245155334,-1.4443445205688477,-0.3765382170677185,1.3437377214431763,1.2998101711273193,0.9177401065826416,-0.5988488793373108,1.5018881559371948,-1.9533673524856567,-1.497112512588501,0.06833701580762863,0.49800676107406616,-0.09301863610744476,-0.6639624238014221,0.06617006659507751,0.10890939086675644,0.1968057006597519,-0.849036455154419,0.0006516952998936176,0.5974953770637512,-0.812059760093689,0.6204609274864197,1.2745692729949951,-0.3611329197883606,-0.06136190518736839
0,24,14,7,2,3,-0.4138500392436981,-0.04381249099969864,-0.056022293865680695,-0.1650066077709198,0.01849954016506672,0.25441962480545044,0.07864046096801758,-0.10528846830129623,-0.8966732025146484,-0.6068768501281738,-0.2355896234512329,-0.3145288825035095,0.2434251755475998,-0.8621140718460083,0.7943524718284607,-0.6170633435249329,-0.7130680084228516,-0.7047078609466553,0.37306755781173706,0.16534274816513062,-0.6892616748809814,-0.3220406770706177,0.9322992563247681,-0.7779896855354309,0.19061782956123352,0.39701154828071594,0.03933752328157425,0.4813150465488434,-1.5399101972579956,-0.3770379424095154,0.94092857837677,1.5246809720993042,0.8402169346809387,-1.1860848665237427,1.5396337509155273,-1.6869019269943237,-1.4924216270446777,0.03788629174232483,0.48560142517089844,-0.19487351179122925,-0.6749366521835327,0.0670568123459816,0.10850612819194794,0.22118616104125977,-0.8605136871337891,0.004327254369854927,0.6032691597938538,-0.8254103660583496,0.6214833855628967,1.2782658338546753,-0.36823034286499023,-0.05910466983914375
0,25,14,7,2,3,-0.4586402475833893,-0.054963961243629456,-0.01935598999261856,-0.04211418703198433,-0.026067018508911133,0.02162158489227295,0.01590557023882866,-0.12730972468852997,-0.40430575609207153,-0.01826617680490017,-0.6252214908599854,-0.7742589712142944,-0.5453835725784302,-0.3932666778564453,0.36117345094680786,-0.04413292929530144,-0.8449605107307434,-0.17408326268196106,-0.7212950587272644,-0.1780056357383728,0.32085269689559937,-0.6439008116722107,0.8330111503601074,-0.47663137316703796,-0.7759599089622498,-0.4938160181045532,-0.2714957594871521,0.9807837605476379,-1.076340913772583,-0.6630416512489319,1.8249479532241821,0.8528938293457031,0.8282479047775269,0.08903280645608902,1.4301669597625732,-2.009514331817627,-1.224137544631958,-0.009357512928545475,0.3979857861995697,0.11960477381944656,-0.6640727519989014,0.06411992758512497,0.10198462009429932,0.2480296641588211,-0.8696781992912292,0.00568993529304862,0.605387806892395,-0.8396998047828674,0.6254665851593018,1.2856794595718384,-0.38326892256736755,-0.059886474162340164
0,26,14,7,2,3,-0.3598789572715759,-0.06526467204093933,-0.14355136454105377,-0.019743531942367554,0.1157839298248291,0.16389325261116028,0.020226994529366493,-0.13072830438613892,-0.7773261070251465,-0.45545271039009094,-0.14747655391693115,-0.1649644672870636,0.1619444042444229,-0.7144924402236938,0.666867733001709,-0.41641995310783386,-0.5514538288116455,-0.5737163424491882,0.3148854672908783,0.12532690167427063,-0.5669980645179749,-0.12741054594516754,0.8393898606300354,-0.6748229265213013,0.05645245313644409,0.2270265519618988,-0.1076824739575386,0.504452109336853,-1.4085180759429932,-0.28375107049942017,1.1721856594085693,1.4333453178405762,0.9110240936279297,-0.9429387450218201,1.375325083732605,-1.9619635343551636,-1.535401463508606,0.19442465901374817,0.5345661640167236,-0.16854646801948547,-0.67318195104599,0.06520950794219971,0.10205584019422531,0.26648610830307007,-0.8787765502929688,0.008302873000502586,0.6100046634674072,-0.8503755927085876,0.6274853944778442,1.288694143295288,-0.38894787430763245,-0.05853913351893425
